area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
900001,Northwestern Connecticut nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",480,"62,640"
900001,Northwestern Connecticut nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",670,"61,020"
900002,Eastern Connecticut nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"64,150"
900002,Eastern Connecticut nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",290,"62,360"
900002,Eastern Connecticut nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"62,790"
1000001,"Sussex County, Delaware nonmetropolitan area",6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",170,"56,760"
1200001,Northwest Florida nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",600,"44,130"
1200001,Northwest Florida nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",310,"43,050"
1200001,Northwest Florida nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"50,930"
1200002,Northeast Florida nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2020,"46,670"
1200002,Northeast Florida nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",910,"48,470"
1200002,Northeast Florida nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1230,"51,920"
1200003,South Florida nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1050,"41,440"
1200003,South Florida nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",520,"43,420"
1200003,South Florida nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"45,380"
1300001,North Georgia nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2270,"52,820"
1300001,North Georgia nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"53,200"
1300001,North Georgia nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1330,"56,820"
1300002,Middle Georgia nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1360,"52,610"
1300002,Middle Georgia nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1340,"50,630"
1300002,Middle Georgia nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",610,"47,950"
1300003,East Georgia nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1630,"52,310"
1300003,East Georgia nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",720,"50,960"
1300003,East Georgia nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",560,"48,890"
1300004,South Georgia nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2370,"51,520"
1300004,South Georgia nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1960,"52,350"
1300004,South Georgia nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",820,"51,830"
1500001,Hawaii / Maui / Kauai nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1320,"47,940"
1500001,Hawaii / Maui / Kauai nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",220,"45,100"
1500001,Hawaii / Maui / Kauai nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1030,"54,510"
1600001,North Idaho nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"47,380"
1600001,North Idaho nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"42,070"
1600001,North Idaho nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",460,"47,150"
1600002,Southwest Idaho nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",260,"43,210"
1600002,Southwest Idaho nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"40,790"
1600002,Southwest Idaho nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",160,"45,860"
1600003,Southcentral Idaho nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",850,"46,610"
1600003,Southcentral Idaho nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",470,"53,690"
1600003,Southcentral Idaho nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"41,340"
1600004,East Idaho nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",690,"43,270"
1600004,East Idaho nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"42,430"
1600004,East Idaho nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",590,"38,580"
1700001,Northwest Illinois nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1830,"46,560"
1700001,Northwest Illinois nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1000,"49,810"
1700001,Northwest Illinois nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1950,"56,560"
1700002,West Central Illinois nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2910,"44,060"
1700002,West Central Illinois nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1170,"44,330"
1700002,West Central Illinois nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2530,"43,320"
1700003,East Central Illinois nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1890,"46,100"
1700003,East Central Illinois nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",450,"44,480"
1700003,East Central Illinois nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1400,"45,260"
1700004,South Illinois nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2820,"46,750"
1700004,South Illinois nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1020,"50,450"
1700004,South Illinois nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1270,"50,560"
1800001,Northern Indiana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2190,"50,860"
1800001,Northern Indiana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1400,"50,030"
1800001,Northern Indiana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1780,"49,580"
1800002,Central Indiana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1680,"47,290"
1800002,Central Indiana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",720,"47,140"
1800002,Central Indiana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1200,"50,010"
1800003,Southern Indiana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1700,"55,330"
1800003,Southern Indiana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",780,"53,300"
1800003,Southern Indiana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",770,"55,300"
1900001,Northeast Iowa nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1130,"47,380"
1900001,Northeast Iowa nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",730,"48,050"
1900001,Northeast Iowa nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",980,"44,650"
1900002,Northwest Iowa nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2210,"42,600"
1900002,Northwest Iowa nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",920,"43,190"
1900002,Northwest Iowa nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1190,"40,780"
1900003,Southwest Iowa nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1540,"44,010"
1900003,Southwest Iowa nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",650,"48,370"
1900003,Southwest Iowa nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",900,"44,770"
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3000,"50,090"
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"43,470"
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2340,"43,780"
2000001,Kansas nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4480,"43,090"
2000001,Kansas nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1760,"43,970"
2000001,Kansas nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",4040,"43,190"
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1910,"49,030"
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",830,"49,150"
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1240,"50,830"
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2710,"50,080"
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",890,"50,690"
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1460,"51,140"
2100003,West Central Kentucky nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2210,"48,680"
2100003,West Central Kentucky nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1000,"49,370"
2100003,West Central Kentucky nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1340,"50,440"
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2580,"51,220"
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",550,"50,540"
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1290,"50,990"
2200001,Hammond nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",630,"49,430"
2200001,Hammond nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",360,"49,580"
2200001,Hammond nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",530,"48,600"
2200002,Natchitoches nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",750,"45,770"
2200002,Natchitoches nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",500,"46,970"
2200002,Natchitoches nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1690,"45,870"
2200003,Winnsboro nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"46,840"
2200003,Winnsboro nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"43,110"
2200003,Winnsboro nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1500,"44,050"
2200004,New Iberia nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1510,"48,750"
2200004,New Iberia nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",830,"47,670"
2200004,New Iberia nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1840,"47,370"
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1270,"41,310"
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",580,"43,260"
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",600,"42,400"
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2780,"48,630"
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",990,"49,560"
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2200,"48,300"
2400001,Upper Eastern Shore nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1180,"58,280"
2400001,Upper Eastern Shore nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"49,200"
2400001,Upper Eastern Shore nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",850,"56,570"
2400003,"St. Mary's County, Maryland nonmetropolitan area",6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"60,730"
2400003,"St. Mary's County, Maryland nonmetropolitan area",6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",300,"57,270"
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",240,"70,320"
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",130,"78,110"
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",110,"76,330"
2500002,Southwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",120,"58,290"
2500002,Southwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",110,"52,280"
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",490,"54,300"
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",190,"49,840"
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",430,"60,020"
2500004,North Central Massachusetts nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",280,"64,010"
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1010,"56,450"
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",540,"59,790"
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",780,"52,890"
2600002,Northeast Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",920,"54,820"
2600002,Northeast Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",470,"57,440"
2600002,Northeast Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",410,"59,260"
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",970,"62,090"
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",630,"58,850"
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",690,"63,120"
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3450,"60,590"
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1430,"56,380"
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2430,"63,010"
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3080,"51,920"
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1020,"55,810"
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1350,"49,390"
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",600,"51,460"
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",170,"48,120"
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",710,"51,900"
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1310,"46,410"
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",670,"48,830"
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",640,"51,160"
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1790,"49,400"
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",730,"50,930"
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1370,"53,420"
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2880,"40,990"
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1390,"40,950"
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2070,"41,340"
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1230,"38,910"
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1060,"40,770"
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1530,"39,520"
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2060,"41,050"
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",880,"38,080"
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1410,"41,460"
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1510,"38,210"
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",930,"41,090"
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1170,"43,800"
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2390,"38,090"
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",970,"38,780"
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2080,"39,820"
2900002,North Missouri nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1450,"33,770"
2900002,North Missouri nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",480,"36,420"
2900002,North Missouri nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1260,"35,140"
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2380,"40,250"
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",870,"41,270"
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1650,"36,910"
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",770,"37,210"
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",620,"41,850"
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",790,"38,980"
3000001,Eastern Montana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",760,"37,130"
3000001,Eastern Montana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"43,590"
3000001,Eastern Montana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",360,"37,630"
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",690,"43,960"
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",270,"45,690"
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"45,150"
3000003,Southwestern Montana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1130,"42,150"
3000003,Southwestern Montana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",300,"51,980"
3000003,Southwestern Montana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"44,230"
3000004,Western Montana nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1140,"50,440"
3000004,Western Montana nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",420,"42,870"
3000004,Western Montana nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",680,"41,720"
3100001,Western Nebraska nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1070,"48,180"
3100001,Western Nebraska nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",220,"49,590"
3100001,Western Nebraska nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1060,"45,970"
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1290,"45,820"
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",430,"49,980"
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1040,"50,010"
3100003,Northeastern Nebraska nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1190,"49,580"
3100003,Northeastern Nebraska nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",430,"52,850"
3100003,Northeastern Nebraska nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",800,"46,460"
3100004,Southeastern Nebraska nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",760,"50,990"
3100004,Southeastern Nebraska nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",150,"50,310"
3100004,Southeastern Nebraska nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",580,"47,670"
3200001,Western Central Nevada nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"55,060"
3200002,Other Nevada nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",260,"58,080"
3200002,Other Nevada nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"58,470"
3300001,Northern New Hampshire nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",360,"51,510"
3300001,Northern New Hampshire nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",190,"48,470"
3300001,Northern New Hampshire nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",310,"47,840"
3300002,Other New Hampshire nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",990,"53,940"
3300002,Other New Hampshire nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",850,"52,150"
3300002,Other New Hampshire nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",810,"57,170"
3300003,Western New Hampshire nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",900,"52,430"
3300003,Western New Hampshire nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",490,"49,110"
