area,area_title,area_type,naics,naics_title,occ code,occ title,tot_emp,a_median
1900002,Northwest Iowa nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",100,49020
1900003,Southwest Iowa nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",660,57180
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",450,26950
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1020,49070
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,43350
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",150,51500
1900004,Southeast Iowa nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",90,53800
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",140,41460
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,44430
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1380,44990
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",860,45490
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",100,47970
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",40,48290
2000001,Southwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",30,46720
2000002,Northwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",590,41930
2000002,Northwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,38900
2000002,Northwest Kansas nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",110,48270
2000003,Northeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",280,43830
2000003,Northeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",170,48000
2000003,Northeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",350,48350
2000003,Northeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",90,41120
2000003,Northeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",140,42880
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",120,34350
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",170,46650
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1290,46650
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",100,50520
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,48650
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",120,47520
2000004,Southeast Kansas nonmetropolitan area,6,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",170,51400
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",240,41020
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",280,50930
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",30,48220
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",290,48980
2100001,West Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",130,47420
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",860,50060
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1440,51130
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",280,52050
2100002,South Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",30,52340
2100003,Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,54780
2100003,Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",380,49370
2100003,Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",210,49810
2100003,Central Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",270,51010
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",290,51000
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",580,50750
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1260,52070
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,54140
2100004,East Kentucky nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",120,50050
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",190,42770
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,45410
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",170,46210
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",180,49520
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",50,47460
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",280,45680
2200002,Central Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,47250
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",240,39410
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",170,43400
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",230,42720
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1000,44590
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,48320
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,42850
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",30,41610
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",100,45130
2200003,Northeast Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",150,46300
2200004,Southwest Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",180,40950
2200004,Southwest Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",80,47220
2200004,Southwest Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",630,48060
2200004,Southwest Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",100,51190
2200004,Southwest Louisiana nonmetropolitan area,6,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",30,48540
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",90,36500
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",130,42570
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",900,44640
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",170,39330
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",130,44860
2300001,Northeast Maine nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",100,39690
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",330,47740
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",2350,51210
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",960,51670
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",140,48180
2300002,Southwest Maine nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",310,48190
2400001,Upper Eastern Shore of Maryland nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",100,23260
2400001,Upper Eastern Shore of Maryland nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",50,47780
2400001,Upper Eastern Shore of Maryland nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",570,59980
2400001,Upper Eastern Shore of Maryland nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",290,69200
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",270,69690
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",120,81000
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",190,82640
2500001,Nantucket Island and Martha's Vineyard nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",50,77590
2500002,Southwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",170,57640
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",90,33960
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",140,54540
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",370,60290
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,63630
2500003,Northwest Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",30,70350
2500004,North Central Massachusetts nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",90,54040
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,44950
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1130,58000
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",470,55830
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",70,55890
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",100,52750
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",70,60800
2600002,Northeast Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",870,56410
2600002,Northeast Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",480,57460
2600002,Northeast Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",30,61510
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",170,28450
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",70,52530
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",860,61980
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",80,49200
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",90,57220
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",30,63720
2600003,Northwest Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,57740
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",150,31910
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",350,55780
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",30,54790
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",280,56260
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",90,64190
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",210,62900
2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",120,62340
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",330,33580
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",70,57200
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",270,56560
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,56410
2700001,Northwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",480,59050
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,42110
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,50430
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",740,55560
2700002,Northeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",90,59570
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",290,32760
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1850,47060
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",310,50370
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",950,50810
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",230,50850
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,51630
2700003,Southwest Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",110,47750
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",210,52010
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",490,54630
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",40,56010
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",630,51520
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,55030
2700004,Southeast Minnesota nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",180,62580
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",450,29890
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",190,40680
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1020,41380
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",40,48920
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",130,40050
2800001,Northeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",240,43820
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",310,30370
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,41060
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",660,39080
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1330,41560
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",190,43520
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",110,40800
2800002,Northwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",150,41860
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",230,38980
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",2420,40700
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",40,43530
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",190,43400
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",280,44400
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",170,41270
2800003,Southeast Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",180,43790
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,40130
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",210,44340
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",170,41820
2800004,Southwest Mississippi nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,42190
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",190,21150
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",180,45290
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",190,46150
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",170,50190
2900001,Central Missouri nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",190,42770
2900002,North Missouri nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,41630
2900002,North Missouri nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",750,44730
2900002,North Missouri nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,45230
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",320,25710
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",140,35960
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",80,36070
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",120,44590
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",210,50010
2900003,Southeast Missouri nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",220,56640
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",90,27320
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",70,42380
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",870,39220
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",270,42670
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",910,40690
2900004,Southwest Missouri nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",40,40680
3000001,East Montana nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,43180
3000001,East Montana nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",580,43670
3000001,East Montana nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,46360
3000001,East Montana nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,39250
3000001,East Montana nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,31400
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",90,26600
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,35760
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",580,38930
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,51070
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",800,45430
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,50930
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",40,54330
3000002,Central Montana nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",90,55440
3000003,Southwest Montana nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",310,24870
3000003,Southwest Montana nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",120,50980
3000003,Southwest Montana nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",960,55300
3000003,Southwest Montana nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",450,44740
3000003,Southwest Montana nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,57690
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",150,27010
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",70,45810
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1130,49060
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",450,51820
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,42750
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",140,53440
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,48590
3000004,West Montana nonmetropolitan area,6,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",30,48400
3100001,Northwest Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,48700
3100001,Northwest Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",440,52590
3100001,Northwest Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",30,52960
3100001,Northwest Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",120,52880
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",120,41570
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",660,50140
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1130,52110
3100002,Central Nebraska nonmetropolitan area,6,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",140,50890
